ndc_clean,ndc_orig,rxcui,drug_name,img_path,shape,colors,imprint,size_mm,pill_id
93314701,00093-3147-01,309114,CEPHALEXIN 500 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-3147-01_RXNAVIMAGE10_24231258.jpg,,[],,,371
93314701,00093-3147-01,309114,CEPHALEXIN 500 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-3147-01_RXNAVIMAGE10_C51962CB.jpg,,[],,,371
93435601,00093-4356-01,0,NAN,rximage/image/images/gallery/1024/00093-4356-01_RXNAVIMAGE10_0E210728.jpg,,[],,,396
378435093,00378-4350-93,313989,FLUOXETINE 40 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00378-4350-93_RXNAVIMAGE10_00268034.jpg,,[],,,902
378014301,00378-0143-01,197817,INDOMETHACIN 25 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00378-0143-01_RXNAVIMAGE10_8221411A.jpg,,[],,,816
228277911,00228-2779-11,856569,24 HR PROPRANOLOL HYDROCHLORIDE 80 MG EXTENDED RELEASE ORAL CAPSULE,rximage/image/images/gallery/1024/00228-2779-11_RXNAVIMAGE10_3F211FE8.jpg,,[],,,796
228278011,00228-2780-11,856460,24 HR PROPRANOLOL HYDROCHLORIDE 120 MG EXTENDED RELEASE ORAL CAPSULE,rximage/image/images/gallery/1024/00228-2780-11_RXNAVIMAGE10_0B2685A4.jpg,,[],,,797
93310905,00093-3109-05,308191,AMOXICILLIN 500 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-3109-05_RXNAVIMAGE10_0F2687E4.jpg,,[],,,363
93314501,00093-3145-01,309112,CEPHALEXIN 250 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-3145-01_RXNAVIMAGE10_14268A54.jpg,,[],,,370
93314501,00093-3145-01,309112,CEPHALEXIN 250 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-3145-01_RXNAVIMAGE10_CB1965CB.jpg,,[],,,370
63304069301,63304-0693-01,284215,CLINDAMYCIN 300 MG ORAL CAPSULE,rximage/image/images/gallery/1024/63304-0693-01_RXNAVIMAGE10_F7267BB3.jpg,,[],,,1827
93525668,00093-5256-68,284215,CLINDAMYCIN 300 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-5256-68_RXNAVIMAGE10_15268A84.jpg,,[],,,436
93525668,00093-5256-68,284215,CLINDAMYCIN 300 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-5256-68_RXNAVIMAGE10_8727C3AE.jpg,,[],,,436
51672401601,51672-4016-01,197684,ETODOLAC 200 MG ORAL CAPSULE,rximage/image/images/gallery/1024/51672-4016-01_RXNAVIMAGE10_09268484.jpg,,[],,,1565
62037064030,62037-0640-30,200329,OMEPRAZOLE 40 MG DELAYED RELEASE ORAL CAPSULE,rximage/image/images/gallery/1024/62037-0640-30_RXNAVIMAGE10_19268CC4.jpg,,[],,,1784
93075601,00093-0756-01,198107,PIROXICAM 10 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-0756-01_RXNAVIMAGE10_19268C94.jpg,,[],,,283
93316753,00093-3167-53,197984,MINOCYCLINE 100 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-3167-53_RXNAVIMAGE10_10270828.jpg,,[],,,374
93316753,00093-3167-53,197984,MINOCYCLINE 100 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-3167-53_RXNAVIMAGE10_F7267B83.jpg,,[],,,374
93403001,00093-4030-01,197818,INDOMETHACIN 50 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-4030-01_RXNAVIMAGE10_04268274.jpg,,[],,,380
93403001,00093-4030-01,197818,INDOMETHACIN 50 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-4030-01_RXNAVIMAGE10_20271038.jpg,,[],,,380
54010925,00054-0109-25,261962,RAMIPRIL 10 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00054-0109-25_RXNAVIMAGE10_00268004.jpg,,[],,,106
378253701,00378-2537-01,198316,HYDROCHLOROTHIAZIDE 25 MG / TRIAMTERENE 37.5 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00378-2537-01_RXNAVIMAGE10_04268244.jpg,,[],,,883
93894001,00093-8940-01,197310,ACYCLOVIR 200 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-8940-01_RXNAVIMAGE10_FB267DF3.jpg,,[],,,594
93317101,00093-3171-01,197518,CLINDAMYCIN 150 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-3171-01_RXNAVIMAGE10_10268814.jpg,,[],,,375
93317101,00093-3171-01,197518,CLINDAMYCIN 150 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-3171-01_RXNAVIMAGE10_E626F327.jpg,,[],,,375
51079011820,51079-0118-20,991061,DICYCLOMINE HYDROCHLORIDE 10 MG ORAL CAPSULE,rximage/image/images/gallery/1024/51079-0118-20_RXNAVIMAGE10_533529E9.jpg,,[],,,1512
62584097601,62584-0976-01,830837,24 HR DILTIAZEM HYDROCHLORIDE 240 MG EXTENDED RELEASE ORAL CAPSULE,rximage/image/images/gallery/1024/62584-0976-01_RXNAVIMAGE10_4A352569.jpg,,[],,,1806
51079043820,51079-0438-20,1000076,DOXEPIN HYDROCHLORIDE 50 MG ORAL CAPSULE,rximage/image/images/gallery/1024/51079-0438-20_RXNAVIMAGE10_60353079.jpg,,[],,,1521
68084007965,68084-0079-65,310430,GABAPENTIN 100 MG ORAL CAPSULE,rximage/image/images/gallery/1024/68084-0079-65_RXNAVIMAGE10_4E352779.jpg,,[],,,1949
93402901,00093-4029-01,197817,INDOMETHACIN 25 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-4029-01_RXNAVIMAGE10_272713C8.jpg,,[],,,379
93402901,00093-4029-01,197817,INDOMETHACIN 25 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-4029-01_RXNAVIMAGE10_FF34FF87.jpg,,[],,,379
51079019019,51079-0190-19,197817,INDOMETHACIN 25 MG ORAL CAPSULE,rximage/image/images/gallery/1024/51079-0190-19_RXNAVIMAGE10_453522F9.jpg,,[],,,1519
51079058420,51079-0584-20,311995,"NITROFURANTOIN, MACROCRYSTALS 50 MG ORAL CAPSULE",rximage/image/images/gallery/1024/51079-0584-20_RXNAVIMAGE10_3B351DB8.jpg,,[],,,1522
51079058520,51079-0585-20,1648759,"NITROFURANTOIN, MACROCRYSTALS 100 MG ORAL CAPSULE",rximage/image/images/gallery/1024/51079-0585-20_RXNAVIMAGE10_313518D8.jpg,,[],,,1523
51079093620,51079-0936-20,313215,TERAZOSIN 1 MG ORAL CAPSULE,rximage/image/images/gallery/1024/51079-0936-20_RXNAVIMAGE10_57352BF9.jpg,,[],,,1530
51079093720,51079-0937-20,313217,TERAZOSIN 2 MG ORAL CAPSULE,rximage/image/images/gallery/1024/51079-0937-20_RXNAVIMAGE10_1E350F18.jpg,,[],,,1531
32121201,00032-1212-01,863841,AMYLASES 60000 UNT / ENDOPEPTIDASES 38000 UNT / LIPASE 12000 UNT DELAYED RELEASE ORAL CAPSULE [CREON],rximage/image/images/gallery/1024/00032-1212-01_RXNAVIMAGE10_1B038DFC.jpg,,[],,,85
66424002001,66424-0020-01,1049909,DIPHENHYDRAMINE HYDROCHLORIDE 25 MG ORAL CAPSULE,rximage/image/images/gallery/1024/66424-0020-01_RXNAVIMAGE10_1A038D6C.jpg,,[],,,1927
55111034101,55111-0341-01,898342,AMLODIPINE 10 MG / BENAZEPRIL HYDROCHLORIDE 20 MG ORAL CAPSULE,rximage/image/images/gallery/1024/55111-0341-01_RXNAVIMAGE10_C238E107.jpg,,[],,,1673
55111033901,55111-0339-01,898353,AMLODIPINE 5 MG / BENAZEPRIL HYDROCHLORIDE 10 MG ORAL CAPSULE,rximage/image/images/gallery/1024/55111-0339-01_RXNAVIMAGE10_6D03B6BD.jpg,,[],,,1671
10337081506,10337-0815-06,730065,DOXYCYCLINE MONOHYDRATE 150 MG ORAL CAPSULE [ADOXA],rximage/image/images/gallery/1024/10337-0815-06_RXNAVIMAGE10_7203B95D.jpg,,[],,,1275
55111034001,55111-0340-01,898356,AMLODIPINE 5 MG / BENAZEPRIL HYDROCHLORIDE 20 MG ORAL CAPSULE,rximage/image/images/gallery/1024/55111-0340-01_RXNAVIMAGE10_7303B98D.jpg,,[],,,1672
597000160,00597-0001-60,1362082,ASPIRIN 25 MG / DIPYRIDAMOLE 200 MG ORAL CAPSULE [AGGRENOX],rximage/image/images/gallery/1024/00597-0001-60_RXNAVIMAGE10_7303B9ED.jpg,,[],,,1135
61442011101,61442-0111-01,197310,ACYCLOVIR 200 MG ORAL CAPSULE,rximage/image/images/gallery/1024/61442-0111-01_RXNAVIMAGE10_AE03D72E.jpg,,[],,,1767
54092017212,54092-0172-12,308977,12 HR CARBAMAZEPINE 200 MG EXTENDED RELEASE ORAL CAPSULE [CARBATROL],rximage/image/images/gallery/1024/54092-0172-12_RXNAVIMAGE10_BD38DEC6.jpg,,[],,,1644
591321901,00591-3219-01,238134,ASPIRIN 325 MG / BUTALBITAL 50 MG / CAFFEINE 40 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00591-3219-01_RXNAVIMAGE10_26041300.jpg,,[],,,1102
51991007301,51991-0073-01,993943,ACETAMINOPHEN 325 MG / BUTALBITAL 50 MG / CAFFEINE 40 MG / CODEINE PHOSPHATE 30 MG ORAL CAPSULE,rximage/image/images/gallery/1024/51991-0073-01_RXNAVIMAGE10_EE1FF71F.jpg,,[],,,1586
67253018010,67253-0180-10,313800,AMPICILLIN 250 MG ORAL CAPSULE,rximage/image/images/gallery/1024/67253-0180-10_RXNAVIMAGE10_0A200520.jpg,,[],,,1934
67253018110,67253-0181-10,308212,AMPICILLIN 500 MG ORAL CAPSULE,rximage/image/images/gallery/1024/67253-0181-10_RXNAVIMAGE10_0F200790.jpg,,[],,,1935
143998601,00143-9986-01,197449,CEFACLOR 500 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00143-9986-01_RXNAVIMAGE10_4F04A7B5.jpg,,[],,,640
591312001,00591-3120-01,284215,CLINDAMYCIN 300 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00591-3120-01_RXNAVIMAGE10_F804FC17.jpg,,[],,,1094
51672401105,51672-4011-05,857297,CLOMIPRAMINE HYDROCHLORIDE 25 MG ORAL CAPSULE,rximage/image/images/gallery/1024/51672-4011-05_RXNAVIMAGE10_F804FC47.jpg,,[],,,1564
228257750,00228-2577-50,830845,24 HR DILTIAZEM HYDROCHLORIDE 180 MG EXTENDED RELEASE ORAL CAPSULE,rximage/image/images/gallery/1024/00228-2577-50_RXNAVIMAGE10_650532A9.jpg,,[],,,789
555063402,00555-0634-02,197554,DANAZOL 100 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00555-0634-02_RXNAVIMAGE10_670533F9.jpg,,[],,,990
527058610,00527-0586-10,991061,DICYCLOMINE HYDROCHLORIDE 10 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00527-0586-10_RXNAVIMAGE10_6E053729.jpg,,[],,,940
55111053201,55111-0532-01,1099596,DIVALPROEX SODIUM 125 MG DELAYED RELEASE ORAL CAPSULE,rximage/image/images/gallery/1024/55111-0532-01_RXNAVIMAGE10_C238E137.jpg,,[],,,1679
591041150,00591-0411-50,1649990,DOXYCYCLINE MONOHYDRATE 100 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00591-0411-50_RXNAVIMAGE10_DB056DEB.jpg,,[],,,1062
143314205,00143-3142-05,1649988,DOXYCYCLINE HYCLATE 100 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00143-3142-05_RXNAVIMAGE10_E005702B.jpg,,[],,,630
378425001,00378-4250-01,1000076,DOXEPIN HYDROCHLORIDE 50 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00378-4250-01_RXNAVIMAGE10_E90574AB.jpg,,[],,,901
93738598,00093-7385-98,313585,24 HR VENLAFAXINE 75 MG EXTENDED RELEASE ORAL CAPSULE,rximage/image/images/gallery/1024/00093-7385-98_RXNAVIMAGE10_9005C87E.jpg,,[],,,560
115053301,00115-0533-01,310289,FENOFIBRATE 200 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00115-0533-01_RXNAVIMAGE10_9405CA2E.jpg,,[],,,601
51991007401,51991-0074-01,994239,ASPIRIN 325 MG / BUTALBITAL 50 MG / CAFFEINE 40 MG / CODEINE PHOSPHATE 30 MG ORAL CAPSULE [ASCOMP],rximage/image/images/gallery/1024/51991-0074-01_RXNAVIMAGE10_58062C61.jpg,,[],,,1587
65862001701,65862-0017-01,308191,AMOXICILLIN 500 MG ORAL CAPSULE,rximage/image/images/gallery/1024/65862-0017-01_RXNAVIMAGE10_04080220.jpg,,[],,,1903
9033102,00009-0331-02,748750,CLINDAMYCIN 75 MG ORAL CAPSULE [CLEOCIN],rximage/image/images/gallery/1024/00009-0331-02_RXNAVIMAGE10_070803D0.jpg,,[],,,68
65862019905,65862-0199-05,310431,GABAPENTIN 300 MG ORAL CAPSULE,rximage/image/images/gallery/1024/65862-0199-05_RXNAVIMAGE10_10080850.jpg,,[],,,1923
53746010305,53746-0103-05,310432,GABAPENTIN 400 MG ORAL CAPSULE,rximage/image/images/gallery/1024/53746-0103-05_RXNAVIMAGE10_14080A00.jpg,,[],,,1632
31722022305,31722-0223-05,310432,GABAPENTIN 400 MG ORAL CAPSULE,rximage/image/images/gallery/1024/31722-0223-05_RXNAVIMAGE10_17080B80.jpg,,[],,,1356
31722022101,31722-0221-01,310430,GABAPENTIN 100 MG ORAL CAPSULE,rximage/image/images/gallery/1024/31722-0221-01_RXNAVIMAGE10_17080BB0.jpg,,[],,,1355
591034705,00591-0347-05,199903,HYDROCHLOROTHIAZIDE 12.5 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00591-0347-05_RXNAVIMAGE10_1A080D00.jpg,,[],,,1052
378014705,00378-0147-05,197818,INDOMETHACIN 50 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00378-0147-05_RXNAVIMAGE10_250812A0.jpg,,[],,,817
781232510,00781-2325-10,197817,INDOMETHACIN 25 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00781-2325-10_RXNAVIMAGE10_1D080E80.jpg,,[],,,1235
24090047988,24090-0479-88,856483,24 HR PROPRANOLOL HYDROCHLORIDE 160 MG EXTENDED RELEASE ORAL CAPSULE [INDERAL],rximage/image/images/gallery/1024/24090-0479-88_RXNAVIMAGE10_28081420.jpg,,[],,,1338
68180031506,68180-0315-06,835591,IMIPRAMINE PAMOATE 100 MG ORAL CAPSULE,rximage/image/images/gallery/1024/68180-0315-06_RXNAVIMAGE10_28081450.jpg,,[],,,1957
591080101,00591-0801-01,995278,HYDROXYZINE PAMOATE 50 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00591-0801-01_RXNAVIMAGE10_20081000.jpg,,[],,,1080
10147170003,10147-1700-03,311204,ITRACONAZOLE 100 MG ORAL CAPSULE,rximage/image/images/gallery/1024/10147-1700-03_RXNAVIMAGE10_E60E7363.jpg,,[],,,1274
78017615,00078-0176-15,103918,FLUVASTATIN 20 MG ORAL CAPSULE [LESCOL],rximage/image/images/gallery/1024/00078-0176-15_RXNAVIMAGE10_B80EDC36.jpg,,[],,,187
55111039830,55111-0398-30,596843,LANSOPRAZOLE 15 MG DELAYED RELEASE ORAL CAPSULE,rximage/image/images/gallery/1024/55111-0398-30_RXNAVIMAGE10_B80EDC06.jpg,,[],,,1677
63304069605,63304-0696-05,197984,MINOCYCLINE 100 MG ORAL CAPSULE,rximage/image/images/gallery/1024/63304-0696-05_RXNAVIMAGE10_F13878F3.jpg,,[],,,1828
591315301,00591-3153-01,314108,MINOCYCLINE 75 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00591-3153-01_RXNAVIMAGE10_FB0E7DE3.jpg,,[],,,1096
591569401,00591-5694-01,197985,MINOCYCLINE 50 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00591-5694-01_RXNAVIMAGE10_F90E7C93.jpg,,[],,,1132
591037001,00591-0370-01,314078,LOXAPINE 10 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00591-0370-01_RXNAVIMAGE10_F80E7C63.jpg,,[],,,1054
62175011432,62175-0114-32,199119,OMEPRAZOLE 10 MG DELAYED RELEASE ORAL CAPSULE,rximage/image/images/gallery/1024/62175-0114-32_RXNAVIMAGE10_D50E6A93.jpg,,[],,,1794
55111015730,55111-0157-30,199119,OMEPRAZOLE 10 MG DELAYED RELEASE ORAL CAPSULE,rximage/image/images/gallery/1024/55111-0157-30_RXNAVIMAGE10_D70E6BE3.jpg,,[],,,1653
49884045511,49884-0455-11,616541,OMEPRAZOLE 40 MG / SODIUM BICARBONATE 1100 MG ORAL CAPSULE,rximage/image/images/gallery/1024/49884-0455-11_RXNAVIMAGE10_D80E6C13.jpg,,[],,,1428
55111015901,55111-0159-01,200329,OMEPRAZOLE 40 MG DELAYED RELEASE ORAL CAPSULE,rximage/image/images/gallery/1024/55111-0159-01_RXNAVIMAGE10_DA0E6D63.jpg,,[],,,1655
591578801,00591-5788-01,198046,NORTRIPTYLINE 50 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00591-5788-01_RXNAVIMAGE10_C51FE2DF.jpg,,[],,,1134
93081201,00093-0812-01,198046,NORTRIPTYLINE 50 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-0812-01_RXNAVIMAGE10_2D2316D8.jpg,,[],,,292
93081201,00093-0812-01,198046,NORTRIPTYLINE 50 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-0812-01_RXNAVIMAGE10_DD0E6EE3.jpg,,[],,,292
185012201,00185-0122-01,1648755,"NITROFURANTOIN, MACROCRYSTALS 25 MG / NITROFURANTOIN, MONOHYDRATE 75 MG ORAL CAPSULE",rximage/image/images/gallery/1024/00185-0122-01_RXNAVIMAGE10_E10E7093.jpg,,[],,,759
591313760,00591-3137-60,312025,NIZATIDINE 150 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00591-3137-60_RXNAVIMAGE10_E30E71E3.jpg,,[],,,1095
65862019399,65862-0193-99,310385,FLUOXETINE 20 MG ORAL CAPSULE,rximage/image/images/gallery/1024/65862-0193-99_RXNAVIMAGE10_E40E7213.jpg,,[],,,1922
13310015307,13310-0153-07,997012,QUININE SULFATE 324 MG ORAL CAPSULE [QUALAQUIN],rximage/image/images/gallery/1024/13310-0153-07_RXNAVIMAGE10_E70E7393.jpg,,[],,,1291
43478090388,43478-0903-88,856481,24 HR PROPRANOLOL HYDROCHLORIDE 160 MG EXTENDED RELEASE ORAL CAPSULE,rximage/image/images/gallery/1024/43478-0903-88_RXNAVIMAGE10_EA0E7513.jpg,,[],,,1384
43478090088,43478-0900-88,856535,24 HR PROPRANOLOL HYDROCHLORIDE 60 MG EXTENDED RELEASE ORAL CAPSULE,rximage/image/images/gallery/1024/43478-0900-88_RXNAVIMAGE10_ED0E7693.jpg,,[],,,1383
93406952,00093-4069-52,198141,PRAZOSIN 5 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-4069-52_RXNAVIMAGE10_EF0E77E3.jpg,,[],,,386
93406852,00093-4068-52,312594,PRAZOSIN 2 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00093-4068-52_RXNAVIMAGE10_F00E7813.jpg,,[],,,384
378110101,00378-1101-01,312593,PRAZOSIN 1 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00378-1101-01_RXNAVIMAGE10_F20E7963.jpg,,[],,,851
62037055901,62037-0559-01,315183,POTASSIUM CHLORIDE 8 MEQ EXTENDED RELEASE ORAL CAPSULE,rximage/image/images/gallery/1024/62037-0559-01_RXNAVIMAGE10_F30E7993.jpg,,[],,,1779
62037056005,62037-0560-05,312504,POTASSIUM CHLORIDE 10 MEQ EXTENDED RELEASE ORAL CAPSULE,rximage/image/images/gallery/1024/62037-0560-05_RXNAVIMAGE10_F50E7AE3.jpg,,[],,,1780
54010829,00054-0108-29,198189,RAMIPRIL 5 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00054-0108-29_RXNAVIMAGE10_B10ED8A6.jpg,,[],,,105
16252057250,16252-0572-50,198189,RAMIPRIL 5 MG ORAL CAPSULE,rximage/image/images/gallery/1024/16252-0572-50_RXNAVIMAGE10_DB1FEDBF.jpg,,[],,,1308
68180059102,68180-0591-02,261962,RAMIPRIL 10 MG ORAL CAPSULE,rximage/image/images/gallery/1024/68180-0591-02_RXNAVIMAGE10_AE0ED726.jpg,,[],,,1975
16252057350,16252-0573-50,261962,RAMIPRIL 10 MG ORAL CAPSULE,rximage/image/images/gallery/1024/16252-0573-50_RXNAVIMAGE10_EE387713.jpg,,[],,,1309
781285560,00781-2855-60,198190,RANITIDINE 150 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00781-2855-60_RXNAVIMAGE10_A90ED4E6.jpg,,[],,,1239
16252056960,16252-0569-60,205315,TOPIRAMATE 25 MG ORAL CAPSULE,rximage/image/images/gallery/1024/16252-0569-60_RXNAVIMAGE10_A70ED396.jpg,,[],,,1307
172240780,00172-2407-80,198252,TETRACYCLINE 500 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00172-2407-80_RXNAVIMAGE10_A60ED366.jpg,,[],,,650
59746038606,59746-0386-06,260376,TERAZOSIN 10 MG ORAL CAPSULE,rximage/image/images/gallery/1024/59746-0386-06_RXNAVIMAGE10_A40ED216.jpg,,[],,,1709
781205401,00781-2054-01,260376,TERAZOSIN 10 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00781-2054-01_RXNAVIMAGE10_A30ED1E6.jpg,,[],,,1232
378157001,00378-1570-01,260376,TERAZOSIN 10 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00378-1570-01_RXNAVIMAGE10_A10ED096.jpg,,[],,,862
172241680,00172-2416-80,198250,TETRACYCLINE 250 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00172-2416-80_RXNAVIMAGE10_A00ED066.jpg,,[],,,651
59746038506,59746-0385-06,313219,TERAZOSIN 5 MG ORAL CAPSULE,rximage/image/images/gallery/1024/59746-0385-06_RXNAVIMAGE10_9B0ECD96.jpg,,[],,,1708
781205101,00781-2051-01,313215,TERAZOSIN 1 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00781-2051-01_RXNAVIMAGE10_9A0ECD66.jpg,,[],,,1230
67253070006,67253-0700-06,859186,SELEGILINE HYDROCHLORIDE 5 MG ORAL CAPSULE,rximage/image/images/gallery/1024/67253-0700-06_RXNAVIMAGE10_BB0EDD86.jpg,,[],,,1939
62756014786,62756-0147-86,314215,RIVASTIGMINE 4.5 MG ORAL CAPSULE,rximage/image/images/gallery/1024/62756-0147-86_RXNAVIMAGE10_C10EE0B7.jpg,,[],,,1811
62756014686,62756-0146-86,312835,RIVASTIGMINE 3 MG ORAL CAPSULE,rximage/image/images/gallery/1024/62756-0146-86_RXNAVIMAGE10_C10EE087.jpg,,[],,,1810
527131501,00527-1315-01,198202,RIFAMPIN 300 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00527-1315-01_RXNAVIMAGE10_BE0EDF06.jpg,,[],,,943
527139330,00527-1393-30,198201,RIFAMPIN 150 MG ORAL CAPSULE,rximage/image/images/gallery/1024/00527-1393-30_RXNAVIMAGE10_BB0EDDB6.jpg,,[],,,955
378615010,00378-6150-10,198051,OMEPRAZOLE 20 MG DELAYED RELEASE ORAL CAPSULE,rximage/image/images/gallery/1024/00378-6150-10_RXNAVIMAGE10_8112C096.jpg,,[],,,908
62756025902,62756-0259-02,403967,ZONISAMIDE 50 MG ORAL CAPSULE,rximage/image/images/gallery/1024/62756-0259-02_RXNAVIMAGE10_F6387B03.jpg,,[],,,1814
64679094501,64679-0945-01,403966,ZONISAMIDE 25 MG ORAL CAPSULE,rximage/image/images/gallery/1024/64679-0945-01_RXNAVIMAGE10_8712C396.jpg,,[],,,1857
64679094601,64679-0946-01,403967,ZONISAMIDE 50 MG ORAL CAPSULE,rximage/image/images/gallery/1024/64679-0946-01_RXNAVIMAGE10_092004F0.jpg,,[],,,1858
591288601,00591-2886-01,897630,24 HR VERAPAMIL HYDROCHLORIDE 360 MG EXTENDED RELEASE ORAL CAPSULE,rximage/image/images/gallery/1024/00591-2886-01_RXNAVIMAGE10_8D12C696.jpg,,[],,,1093
62175048637,62175-0486-37,897590,24 HR VERAPAMIL HYDROCHLORIDE 200 MG EXTENDED RELEASE ORAL CAPSULE,rximage/image/images/gallery/1024/62175-0486-37_RXNAVIMAGE10_8D12C6C6.jpg,,[],,,1803
62175048537,62175-0485-37,897584,24 HR VERAPAMIL HYDROCHLORIDE 100 MG EXTENDED RELEASE ORAL CAPSULE,rximage/image/images/gallery/1024/62175-0485-37_RXNAVIMAGE10_9012C816.jpg,,[],,,1802
62175048737,62175-0487-37,897596,24 HR VERAPAMIL HYDROCHLORIDE 300 MG EXTENDED RELEASE ORAL CAPSULE,rximage/image/images/gallery/1024/62175-0487-37_RXNAVIMAGE10_9012C846.jpg,,[],,,1804
