ndc_clean,drug_name,img_path,disc,pill_id,split
2325130,ATOMOXETINE 100 MG ORAL CAPSULE [STRATTERA],data/consumer_512px/disc037/BJ_IMBZRXSV3IBXG!RYBSGIC2W02QOX.JPG,37,7,train
2325130,ATOMOXETINE 100 MG ORAL CAPSULE [STRATTERA],data/consumer_512px/disc041/BN_1CALRNOA!MCQ0I-VHT934ZQR_V-O.JPG,41,7,train
2325130,ATOMOXETINE 100 MG ORAL CAPSULE [STRATTERA],data/consumer_512px/disc076/CSKBKFKK4U6P8E3SLCU6WVZXCZ6LOSW.JPG,76,7,train
2327030,DULOXETINE 60 MG DELAYED RELEASE ORAL CAPSULE [CYMBALTA],data/consumer_512px/disc103/TJ5MI1U!N6S1GP7MG0N3U2EBTZSQBH.JPG,103,8,train
2327030,DULOXETINE 60 MG DELAYED RELEASE ORAL CAPSULE [CYMBALTA],data/consumer_512px/disc108/YKEALWD0-!2G-14KAL0N805KQ1RV7Q.JPG,108,8,train
2327030,DULOXETINE 60 MG DELAYED RELEASE ORAL CAPSULE [CYMBALTA],data/consumer_512px/disc046/BSNPY5TG-G9YSGT72VLE-CFS82I29XU.JPG,46,8,test
2327030,DULOXETINE 60 MG DELAYED RELEASE ORAL CAPSULE [CYMBALTA],data/consumer_512px/disc008/5D2AT654_KYSRR425I7-_CH173VQ0S.JPG,8,8,train
2327030,DULOXETINE 60 MG DELAYED RELEASE ORAL CAPSULE [CYMBALTA],data/consumer_512px/disc095/MQSPZK0OBGBO1AM06GVTS1TPQTWJLP.JPG,95,8,val
2446230,TADALAFIL 5 MG ORAL TABLET [CIALIS],data/consumer_512px/disc109/ZOYRLVRFI2HBR4ZKC_J4OZAG3CGLOU.JPG,109,9,test
2446230,TADALAFIL 5 MG ORAL TABLET [CIALIS],data/consumer_512px/disc030/BDPZ!BKG8C0DG80ZV7G-E_FZQ3XGPE4.JPG,30,9,train
2446230,TADALAFIL 5 MG ORAL TABLET [CIALIS],data/consumer_512px/disc032/BFBVNO6YKAEM-Z64S1-0M03!IEZBZB7.JPG,32,9,train
2446230,TADALAFIL 5 MG ORAL TABLET [CIALIS],data/consumer_512px/disc053/BZ29-JC3UIKVY916A94J_JGWVRK3UD0.JPG,53,9,val
2446230,TADALAFIL 5 MG ORAL TABLET [CIALIS],data/consumer_512px/disc071/CNPLTA8ZXYPUI2AIRW3NE5_7HLBX2L7.JPG,71,9,train
2446330,TADALAFIL 10 MG ORAL TABLET [CIALIS],data/consumer_512px/disc048/BU5DSUG_5XQ2K0TGJPC388JN841DZDP.JPG,48,10,train
2446330,TADALAFIL 10 MG ORAL TABLET [CIALIS],data/consumer_512px/disc076/CSF4A6F4FWHR484RSUVMOSB7ZTF8726.JPG,76,10,val
2446430,TADALAFIL 20 MG ORAL TABLET [CIALIS],data/consumer_512px/disc103/TT-CKRPMEJWI!SOGYP7ZX7DT!EIV_3.JPG,103,11,val
2446430,TADALAFIL 20 MG ORAL TABLET [CIALIS],data/consumer_512px/disc001/!B6JQJM!EHDU8GLMB4VNUXZNVGEM8W.JPG,1,11,test
2446430,TADALAFIL 20 MG ORAL TABLET [CIALIS],data/consumer_512px/disc003/041PRR4D5H-!53S2L46MYF671I9POT.JPG,3,11,train
2477090,PITAVASTATIN 1 MG ORAL TABLET [LIVALO],data/consumer_512px/disc024/B8911-KD!9-F2GW2QO6UAJEWTXVQM5R.JPG,24,12,train
2477090,PITAVASTATIN 1 MG ORAL TABLET [LIVALO],data/consumer_512px/disc080/CVWIOHO90_6DLX3_-GHZ7HPI-TQVCZ1.JPG,80,12,val
2477190,PITAVASTATIN 2 MG ORAL TABLET [LIVALO],data/consumer_512px/disc108/YMG08N6!9ULN_L!6L9QPS157B_TSG-.JPG,108,13,val
2477190,PITAVASTATIN 2 MG ORAL TABLET [LIVALO],data/consumer_512px/disc071/CN6HU7NOMJWM4D515-USOZ9KIZ-E!O3.JPG,71,13,train
2477290,PITAVASTATIN 4 MG ORAL TABLET [LIVALO],data/consumer_512px/disc001/!QQ89UHX7LV2EF6NLLU4-4ITQY5QVW.JPG,1,14,test
2477290,PITAVASTATIN 4 MG ORAL TABLET [LIVALO],data/consumer_512px/disc020/B4LIL!9ZS-COGW1M0188VSIBMLFOUCG.JPG,20,14,train
2477290,PITAVASTATIN 4 MG ORAL TABLET [LIVALO],data/consumer_512px/disc043/BPMNGY6P4!W756EHGJYFSCR7T1ESE2.JPG,43,14,train
2477290,PITAVASTATIN 4 MG ORAL TABLET [LIVALO],data/consumer_512px/disc095/MQU!NF!-YHLS_0XLKFK23N_4RDLAIX.JPG,95,14,val
3421421,SAXAGLIPTIN 2.5 MG ORAL TABLET [ONGLYZA],data/consumer_512px/disc003/074BGFE334ICEIMLIHT1Y1Q-6QR21K.JPG,3,15,val
3421421,SAXAGLIPTIN 2.5 MG ORAL TABLET [ONGLYZA],data/consumer_512px/disc047/BTCEL7_0W8Z2!R_EA6QA6ZRJ2W0POVM.JPG,47,15,train
3421421,SAXAGLIPTIN 2.5 MG ORAL TABLET [ONGLYZA],data/consumer_512px/disc050/BW54MS7!FK1!YU8GVTWYMQ!W2H4HCP1.JPG,50,15,test
3421421,SAXAGLIPTIN 2.5 MG ORAL TABLET [ONGLYZA],data/consumer_512px/disc083/CYQ8JHVWKHK0Y9WR8IZWC64E2Z4C1GT.JPG,83,15,train
3421421,SAXAGLIPTIN 2.5 MG ORAL TABLET [ONGLYZA],data/consumer_512px/disc008/5115LQI_VJ0H_JMPLHR8RKK1S62E4-.JPG,8,15,train
3422216,24 HR METFORMIN HYDROCHLORIDE 1000 MG / SAXAGLIPTIN 2.5 MG EXTENDED RELEASE ORAL TABLET [KOMBIGLYZE],data/consumer_512px/disc016/B0J6GO1!25PZZMY8-QFN4C79UY60MUW.JPG,16,16,train
3422216,24 HR METFORMIN HYDROCHLORIDE 1000 MG / SAXAGLIPTIN 2.5 MG EXTENDED RELEASE ORAL TABLET [KOMBIGLYZE],data/consumer_512px/disc030/BDWCKBAPB2XLF6H0MG9U3_PXTSBP2N9.JPG,30,16,train
3422216,24 HR METFORMIN HYDROCHLORIDE 1000 MG / SAXAGLIPTIN 2.5 MG EXTENDED RELEASE ORAL TABLET [KOMBIGLYZE],data/consumer_512px/disc037/BKQ9A6NQO8OZKBB81DT_H0!Z-R4J4GK.JPG,37,16,val
3422216,24 HR METFORMIN HYDROCHLORIDE 1000 MG / SAXAGLIPTIN 2.5 MG EXTENDED RELEASE ORAL TABLET [KOMBIGLYZE],data/consumer_512px/disc061/CEH-J2D458L6L4DOL4RSTG_G-G1QJ0A.JPG,61,16,test
3422216,24 HR METFORMIN HYDROCHLORIDE 1000 MG / SAXAGLIPTIN 2.5 MG EXTENDED RELEASE ORAL TABLET [KOMBIGLYZE],data/consumer_512px/disc085/DRU0RX4NLFUXN9B6OMMH6DKV83TUH!.JPG,85,16,train
4025901,MYCOPHENOLATE MOFETIL 250 MG ORAL CAPSULE [CELLCEPT],data/consumer_512px/disc031/BEEZ9_201UH!ZOVG_BSB6-RSVKHN70O.JPG,31,17,train
4025901,MYCOPHENOLATE MOFETIL 250 MG ORAL CAPSULE [CELLCEPT],data/consumer_512px/disc031/BEIAZMIRG04MEMOX9QKUVUXEAQDSD6B.JPG,31,17,test
4025901,MYCOPHENOLATE MOFETIL 250 MG ORAL CAPSULE [CELLCEPT],data/consumer_512px/disc032/BFSUK3LLE2YXUDLHXF56GUBQ8DSWTLT.JPG,32,17,val
4025901,MYCOPHENOLATE MOFETIL 250 MG ORAL CAPSULE [CELLCEPT],data/consumer_512px/disc080/CVIRGUE5QGKP6LVVRG2H20RK20FILHQ.JPG,80,17,train
4025901,MYCOPHENOLATE MOFETIL 250 MG ORAL CAPSULE [CELLCEPT],data/consumer_512px/disc008/5AJZSU0LPGP1OYQ48FOZ8O6OLBDFQ-.JPG,8,17,train
4026001,MYCOPHENOLATE MOFETIL 500 MG ORAL TABLET [CELLCEPT],data/consumer_512px/disc108/Z-G2N!OV-WDPZDZ1QDWAQOXIBDKRN1.JPG,108,18,val
4026001,MYCOPHENOLATE MOFETIL 500 MG ORAL TABLET [CELLCEPT],data/consumer_512px/disc020/B3V6QV2A8DY9K3I9GC3S_AMW1_-D_YB.JPG,20,18,train
4026001,MYCOPHENOLATE MOFETIL 500 MG ORAL TABLET [CELLCEPT],data/consumer_512px/disc024/B89-V5SGH7FJILN9QEZT21ZIHZ_L9JM.JPG,24,18,test
4026001,MYCOPHENOLATE MOFETIL 500 MG ORAL TABLET [CELLCEPT],data/consumer_512px/disc056/C0_JS0QWWDI2V3-59BP-DY0KWZBJKTQ.JPG,56,18,train
4026001,MYCOPHENOLATE MOFETIL 500 MG ORAL TABLET [CELLCEPT],data/consumer_512px/disc073/CPKPA277AW-_DP7LU-DA!GHI_CR_VV6.JPG,73,18,train
4080085,OSELTAMIVIR 75 MG ORAL CAPSULE [TAMIFLU],data/consumer_512px/disc014/B!LLIK86_6N96DE!!K_RBRI!R3CC0MR.JPG,14,19,train
4080085,OSELTAMIVIR 75 MG ORAL CAPSULE [TAMIFLU],data/consumer_512px/disc001/!U7POVU8COC6YD17JOQCZNHBEVQ5XO.JPG,1,19,val
4080085,OSELTAMIVIR 75 MG ORAL CAPSULE [TAMIFLU],data/consumer_512px/disc020/B4BS3DOFMXQF3UZ2JZX8C9NJM2FWFET.JPG,20,19,train
4080085,OSELTAMIVIR 75 MG ORAL CAPSULE [TAMIFLU],data/consumer_512px/disc041/BN_UO4VOEL5_FYLYTQZC5B1FH6_3AWD.JPG,41,19,train
4080085,OSELTAMIVIR 75 MG ORAL CAPSULE [TAMIFLU],data/consumer_512px/disc068/CK_-X3MJSOOXPGC37J64Z5URE5N5LWW.JPG,68,19,test
4080085,OSELTAMIVIR 75 MG ORAL CAPSULE [TAMIFLU],data/consumer_512px/disc073/CPV3_O!5J7JU7IC1JEQGT-HRLRY7ROA.JPG,73,19,train
6003220,IVERMECTIN 3 MG ORAL TABLET [STROMECTOL],data/consumer_512px/disc001/!8JYNE4BNVZ-4XIZFA0F8JCPC7TJJK.JPG,1,20,train
6003220,IVERMECTIN 3 MG ORAL TABLET [STROMECTOL],data/consumer_512px/disc056/C1L110!OL-4VJ4R5RGI9EWJEXSK8A0C.JPG,56,20,train
6003220,IVERMECTIN 3 MG ORAL TABLET [STROMECTOL],data/consumer_512px/disc071/CN7J-VNWX1MOBFGZ25JI0YODK3AY12Z.JPG,71,20,test
6003220,IVERMECTIN 3 MG ORAL TABLET [STROMECTOL],data/consumer_512px/disc073/CPTENLC_TVS6V56WXO_KWDF5Z4S0JX8.JPG,73,20,train
6003220,IVERMECTIN 3 MG ORAL TABLET [STROMECTOL],data/consumer_512px/disc080/CVDZJ3L!ZBREIQVLJE2-GG7ZT-6SU9C.JPG,80,20,val
6003220,IVERMECTIN 3 MG ORAL TABLET [STROMECTOL],data/consumer_512px/disc080/CW-YFJFGNIB3WLSOOFE8J-SWAVQ5S_.JPG,80,20,train
6011254,SITAGLIPTIN 50 MG ORAL TABLET [JANUVIA],data/consumer_512px/disc020/B3XWAADCW1S2JJDUFHEEOTH_K_7BMYG.JPG,20,21,test
6011254,SITAGLIPTIN 50 MG ORAL TABLET [JANUVIA],data/consumer_512px/disc024/B8M-IJ5JU05TVZ6-WCP90K8S-D-DN7S.JPG,24,21,train
6011254,SITAGLIPTIN 50 MG ORAL TABLET [JANUVIA],data/consumer_512px/disc080/CVPJ12-XXVHBMOLEQ9-3NVGYYJM-6WK.JPG,80,21,train
6011254,SITAGLIPTIN 50 MG ORAL TABLET [JANUVIA],data/consumer_512px/disc095/M9OYN3J2C-V_TMV785Z0ZRO7XAVBU9.JPG,95,21,val
6022131,SITAGLIPTIN 25 MG ORAL TABLET [JANUVIA],data/consumer_512px/disc020/B3ZQXHTWW34S5AYX22M5RIZMJ2V-VMP.JPG,20,22,train
6022131,SITAGLIPTIN 25 MG ORAL TABLET [JANUVIA],data/consumer_512px/disc061/CEK!B3PT5L-!1097-NJ5Z5PES9YM88Q.JPG,61,22,val
6022761,RALTEGRAVIR 400 MG ORAL TABLET [ISENTRESS],data/consumer_512px/disc108/YRDZ-TJAMYF2I9J-S-!P6CD99WY!HU.JPG,108,23,val
6022761,RALTEGRAVIR 400 MG ORAL TABLET [ISENTRESS],data/consumer_512px/disc109/ZFX412I6X_E_HVQMIBYHSES8T2LWD9.JPG,109,23,train
6022761,RALTEGRAVIR 400 MG ORAL TABLET [ISENTRESS],data/consumer_512px/disc014/B!PYMBFSXYIG3RZ!3UTKZ6ZFUIBTBR.JPG,14,23,train
6022761,RALTEGRAVIR 400 MG ORAL TABLET [ISENTRESS],data/consumer_512px/disc016/B0GBOM-SCTWLVAMPEKGX-5CXRKM1I7W.JPG,16,23,train
6022761,RALTEGRAVIR 400 MG ORAL TABLET [ISENTRESS],data/consumer_512px/disc001/!3F1WJ2-OPOHJCGUDP9L5G9LYH9QMJ.JPG,1,23,test
6022761,RALTEGRAVIR 400 MG ORAL TABLET [ISENTRESS],data/consumer_512px/disc020/B4MCI0H0RLSES_H7RC5XCA0_Z403TN.JPG,20,23,train
6022761,RALTEGRAVIR 400 MG ORAL TABLET [ISENTRESS],data/consumer_512px/disc025/B97L0E0FS3QJ3KC-LXDDJ3W63W7P732.JPG,25,23,test
6022761,RALTEGRAVIR 400 MG ORAL TABLET [ISENTRESS],data/consumer_512px/disc041/BOG!C6JMCYJUZECEPO02XA2!RE!7LWH.JPG,41,23,train
6022761,RALTEGRAVIR 400 MG ORAL TABLET [ISENTRESS],data/consumer_512px/disc046/BS93S!YSUOSX8D306ZVWJJL31Y1DF5N.JPG,46,23,train
6027754,SITAGLIPTIN 100 MG ORAL TABLET [JANUVIA],data/consumer_512px/disc032/BFSL9J7O267OWI7OASQ!5J2FRM1Y099.JPG,32,24,train
6027754,SITAGLIPTIN 100 MG ORAL TABLET [JANUVIA],data/consumer_512px/disc005/1TA8FI!9GPC07F590SJB0C3_3JVMY!.JPG,5,24,val
6027754,SITAGLIPTIN 100 MG ORAL TABLET [JANUVIA],data/consumer_512px/disc083/CY7_523LV8H!LHLQV!APZ-TSJDIE0JA.JPG,83,24,test
6057561,METFORMIN HYDROCHLORIDE 500 MG / SITAGLIPTIN 50 MG ORAL TABLET [JANUMET],data/consumer_512px/disc109/_2F92IXRNRVK0R_DNV_U_QB84O!P70.JPG,109,25,train
6057561,METFORMIN HYDROCHLORIDE 500 MG / SITAGLIPTIN 50 MG ORAL TABLET [JANUMET],data/consumer_512px/disc025/B9I8YB!T8WN_3NWX_N9KSD20A2E4VOR.JPG,25,25,test
6057561,METFORMIN HYDROCHLORIDE 500 MG / SITAGLIPTIN 50 MG ORAL TABLET [JANUMET],data/consumer_512px/disc041/BO9!18OY9FAQJS0HOP4UDSRDY3J-!4E.JPG,41,25,test
6057561,METFORMIN HYDROCHLORIDE 500 MG / SITAGLIPTIN 50 MG ORAL TABLET [JANUMET],data/consumer_512px/disc047/BT_EGG9NS!NNXCJMIS3OQDEBGUZ50E9.JPG,47,25,train
6057561,METFORMIN HYDROCHLORIDE 500 MG / SITAGLIPTIN 50 MG ORAL TABLET [JANUMET],data/consumer_512px/disc061/CEI09LRBAQMAZJZ7HF5YMJ0DVYU7OFB.JPG,61,25,train
6057561,METFORMIN HYDROCHLORIDE 500 MG / SITAGLIPTIN 50 MG ORAL TABLET [JANUMET],data/consumer_512px/disc071/CN86F456DE7NH8PKOVN6H-QEWX3AM-6.JPG,71,25,train
6057561,METFORMIN HYDROCHLORIDE 500 MG / SITAGLIPTIN 50 MG ORAL TABLET [JANUMET],data/consumer_512px/disc071/CN8K46HLU2ZQU76VLUVD72VCUOW9V6E.JPG,71,25,val
6057761,METFORMIN HYDROCHLORIDE 1000 MG / SITAGLIPTIN 50 MG ORAL TABLET [JANUMET],data/consumer_512px/disc103/TP!!0X3DZ4CUKSCJ2F9SO3V6!L08OC.JPG,103,26,train
6057761,METFORMIN HYDROCHLORIDE 1000 MG / SITAGLIPTIN 50 MG ORAL TABLET [JANUMET],data/consumer_512px/disc109/Z5M_P9RYW9K4WXENCXQZWCL!XXB8E9.JPG,109,26,test
6057761,METFORMIN HYDROCHLORIDE 1000 MG / SITAGLIPTIN 50 MG ORAL TABLET [JANUMET],data/consumer_512px/disc008/5AMIJL07OEYKETIHN68QOFA9S3NRVH.JPG,8,26,val
6071731,HYDROCHLOROTHIAZIDE 12.5 MG / LOSARTAN POTASSIUM 50 MG ORAL TABLET [HYZAAR],data/consumer_512px/disc100/R8VKTSV4N4TGKSBHLBL4-MV8XX-J3W.JPG,100,27,train
6071731,HYDROCHLOROTHIAZIDE 12.5 MG / LOSARTAN POTASSIUM 50 MG ORAL TABLET [HYZAAR],data/consumer_512px/disc108/Y30TAUZCI_B45TOCJ-9MEH-6C35M65.JPG,108,27,train
6071731,HYDROCHLOROTHIAZIDE 12.5 MG / LOSARTAN POTASSIUM 50 MG ORAL TABLET [HYZAAR],data/consumer_512px/disc108/YGRYI04Y5-3I74WJ5RD1G0H7UODUC7.JPG,108,27,train
6071731,HYDROCHLOROTHIAZIDE 12.5 MG / LOSARTAN POTASSIUM 50 MG ORAL TABLET [HYZAAR],data/consumer_512px/disc109/Z_JG_75QTKN1GS1ELOUGVVI!BI2MQ.JPG,109,27,train
6071731,HYDROCHLOROTHIAZIDE 12.5 MG / LOSARTAN POTASSIUM 50 MG ORAL TABLET [HYZAAR],data/consumer_512px/disc021/B56JWKQ78159D7M91ZWDCKIJR2Y56M5.JPG,21,27,val
6071731,HYDROCHLOROTHIAZIDE 12.5 MG / LOSARTAN POTASSIUM 50 MG ORAL TABLET [HYZAAR],data/consumer_512px/disc021/B5Q0F52-G5L!KLK82QQZZ48TR3HL!V7.JPG,21,27,train
6071731,HYDROCHLOROTHIAZIDE 12.5 MG / LOSARTAN POTASSIUM 50 MG ORAL TABLET [HYZAAR],data/consumer_512px/disc024/B8DBI0KPXUO0K8U8TFS93HUNGAICV!B.JPG,24,27,train
6071731,HYDROCHLOROTHIAZIDE 12.5 MG / LOSARTAN POTASSIUM 50 MG ORAL TABLET [HYZAAR],data/consumer_512px/disc024/B8JMX!AB88PJBPIEULY6A8CGN79SCGB.JPG,24,27,test
6071731,HYDROCHLOROTHIAZIDE 12.5 MG / LOSARTAN POTASSIUM 50 MG ORAL TABLET [HYZAAR],data/consumer_512px/disc030/BD6LJ8FAPZHSELH6L-D!A6833JW2872.JPG,30,27,train
6071731,HYDROCHLOROTHIAZIDE 12.5 MG / LOSARTAN POTASSIUM 50 MG ORAL TABLET [HYZAAR],data/consumer_512px/disc030/BD98-V4Y2DFIB_TRL-WSP8C!3WD5GQ2.JPG,30,27,train
6071731,HYDROCHLOROTHIAZIDE 12.5 MG / LOSARTAN POTASSIUM 50 MG ORAL TABLET [HYZAAR],data/consumer_512px/disc032/BG!YMLMHS9PMDO9QPVD0FH_IOHC6GW!.JPG,32,27,train
6071731,HYDROCHLOROTHIAZIDE 12.5 MG / LOSARTAN POTASSIUM 50 MG ORAL TABLET [HYZAAR],data/consumer_512px/disc034/BH2L2KEU0BFUQNBE851G4D_77359DLO.JPG,34,27,test
6071731,HYDROCHLOROTHIAZIDE 12.5 MG / LOSARTAN POTASSIUM 50 MG ORAL TABLET [HYZAAR],data/consumer_512px/disc036/BJ4Q4V3J_EGBO2E-HF99W32LA5-TW-A.JPG,36,27,test
6071731,HYDROCHLOROTHIAZIDE 12.5 MG / LOSARTAN POTASSIUM 50 MG ORAL TABLET [HYZAAR],data/consumer_512px/disc036/BJGUUP1DMXRYWLX_AY9JD5!WM6HZ1G_.JPG,36,27,train
